Sample ID,Date,Publication,OCR Text,Ground Truth,CER
3200797034,1882-05-27,Illustrated Police News,". A I I . 1 _ I I _ - -__s _ -__ OT Saturday, at the Croydofi petty sessions, Percy Davis, alias Gordon, a clerk, and Robert Everett, alias Davenport (two fashionably-attired young mneo, 'of 47 Auicknlad-roid, Vauxhall), and Elizabeth Wil- liams, described t a ageniral servant, wiei charged on 'remand with being concerned togetlhir in stealing from the diwellifi-hoilse, .3 Pcior-terrace'St. Janiel's- road, Croydon, since October, 1S81, toiv. gold chains, two diamond rings, two cameo brooches, two gold seals, three gold pins, some silver forks and spoons, and about �20 in silver money, the property of Mary Ann Cosens, valued altogether at about �50 and Robert Everett, father of the prisoner of that name, was ctlarged with receiving the property well knoiving it to have been' stolen, and he wvas further charged with uinlawefully pledging tile same.","ON Saturday, at the Croydon petty sessions, Percy Davis, alias Gordon, a clerk, and Robert Everett, alias Davenport (two fashionably-attired young men, of 47 Auckland-road, Vauxhall), and Elizabeth Williams described as a general servant, were charged on remand with being concerned together in stealing from the dwelling-house, 3 Prior-terrace, St. James's road, Croydon, since October 1881, two gold chains, two diamond rings, two cameo brooches, two gold seals, three gold pins, some silver forks and spoons, and about £20 in silver money, the property of Mary Ann Cosens, valued altogether at about £50; and Robert Everett, father of the prisoner of that name, was charged with receiving the property well knowing it to have been stolen, and he was further charged with unlawfully pledging the same.",0.1095890410958904
3200797034,1882-05-27,Illustrated Police News,The last-ntintd prisoner was for some years a superih- tendent in the Dorsctsliire constabulary.,The last-named prisoner was for some years a superintendent in the Dorsetshire constabulary.,0.10869565217391304
3200797034,1882-05-27,Illustrated Police News,"Mr. Young, wvho appeared for the prosecution, said that his client, Mrs. Cosens, was an nvalid lady eighty-two years. of 'age, and quite unable to attend the court owing to her infirmity..","Mr. Young, who appeared for the prosecution, said that his client, Mrs. Cosens, was an invalid lady eighty-two years of age, and quite unable to attend the court owing to her infirmity.",0.02702702702702703
3200797034,1882-05-27,Illustrated Police News,"In September last she engaged the female 'prisoner as a confidential servant and attendant, 'and 'sheb was the oi ly persob who hdd atcess tb' the jewellery.","In September last she engaged the female prisoner as a confidential servant and attendant, and she was the only person who had access to the jewellery.",0.0728476821192053
3200797034,1882-05-27,Illustrated Police News,"Shortly after entering Mrs. COsess""s'ervice she formed the acquttintance of the prisoner Davis, and at the time, under the pretence of paying, his addresses to the girl, he gained admission to the house, rind there was no doubt that he had made the place hlis home.","Short after entering Mrs. Cosens' service she formed the acquaintance of the prisoner Davis, and at the time under the pretence of paying his addresses to the girl, he gained admission to the house, and there was no doubt that he had made the place his home.",0.05426356589147287
3200797034,1882-05-27,Illustrated Police News,"le had.evidently slept on the premises, and enticed the girl to steal her mistress's jewellery, hvlich he took away and pledged, and spent the proceeds about the towin; Everett shortly afterwards came upon the scene, and carried out the sarne- kind of proceeding. Emily Barlow, cook to the prosecutrix, stated that the prisoners first canje to the house in solditeis' clothes, which they afterw'ards exchaieged for civilian dresses.","He had evidently slept on the premises, and enticed the girl to steal her mistress's jewellery, which he took away and pledged, and spent the proceeds about the town; Everett shortly afterwards came upon the scene, and carried out the same kind of proceeding, Emily Barlow, cook to the prosecutrix, stated that the prisoners first came to the house in soldiers' clothes, which they afterwards exchanged for civilian dresses.",0.04009433962264151
3200797034,1882-05-27,Illustrated Police News,"Theoy used to et uIp to bliaklfst about half-past eleven o'clock iin the morIiieg, and helped theniselves to 'dinner, the witness cookeng the siat pnirhised~out of her mistress's money.","They used to get up to breakfast about half-past eleven o'clock in the morning, and helped themselves to dinner, the witness cooking the meat purchased out of her mistress's money.",0.12222222222222222
3200797034,1882-05-27,Illustrated Police News,"Davis was apparently courting Williams, and a servant named Smith, aged: twenty- three, used to visit the house on tlo evenings in the iveek, and keep company with Everett.","Davis was apparently courting Williams, and a servant named Smith, aged twenty-three used to visit the house on two evenings in the week, and keep company with Everett.",0.03571428571428571
3200797034,1882-05-27,Illustrated Police News,During the cotertship she 'also slept in the honse.,During the courtship she also slept in the house.,0.08163265306122448
3200797034,1882-05-27,Illustrated Police News,Witnessawas not aware bf the jevellery having been stolten.,Witness was not aware of the jewellery having been stolen.,0.06896551724137931
3200797034,1882-05-27,Illustrated Police News,Detec- tive Forster vas thien called to prove the arrest of the elder Everett.,Detective Forster was then called to prove the arrest of the elder Everett.,0.05333333333333334
3200797034,1882-05-27,Illustrated Police News,"The acc sed said:-"" My son gave,1no, the things to pledge, as I was better kon, ettcould got mnore nemolicy","The accused said: - ""My son gave me the things to pledge, as I was better known, and could get more money.",0.2169811320754717
3200797034,1882-05-27,Illustrated Police News,"He told me that theo'articl'ds ad beecn given to him by, a relative."" The'iae uvad, I journed, aned thp prisolnel V rP e wepovocl to toe Touse pf Doteeltionce,","He told me that the articles had been given to him by a relative."" The case was adjourned, and the prisoners were removed to the House of Detention.",0.2635135135135135
3200801613,1885-06-20,Illustrated Police News,* ATTACK ON CONSTABLES AT WIDNES.,ATTACK ON CONSTABLES AT WIDNES.,0.06451612903225806
3200801613,1885-06-20,Illustrated Police News,"er Da EfSUDMJnOT OF ILLJUSTRATION,]",[SUBJECT OF ILLUSTRATION.],0.5384615384615384
3200801613,1885-06-20,Illustrated Police News,"ve AT the Widnes Police-court Peter O'Loughlin, son of Ig a publican in Railway-street, Widuns, was charged with as being drunk and disorderly in Anne-street Li ast on a, Saturday night; also with assaulting Police-constable idJohn Gamble, and with damaging his uniform to the extent of 2s. 6l,","AT the Widnes Police-court Peter O'Loughlin, son of a publican in Railway-street, Widnes, was charged with being drunk and disorderly in Anne-street East on Saturday night; also with assaulting Police-constable John Gamble, and with damaging his uniform to the extent of 2s. 6d.",0.07553956834532374
3200801613,1885-06-20,Illustrated Police News,"Ann O'Loughlin, a girl about twenty seyears of age, was charged with assaulting and resisting e Police-constable Gamble at the same time and place.","Ann O'Loughin, a girl about twenty years of age, was charged with assaulting and resisting Police-constable Gamble at the same time and place.",0.035211267605633804
3200801613,1885-06-20,Illustrated Police News,"sr Mr. Knowles, solicitor, Widnes, defended both pri- e- soners.","Mr. Knowles, solicitor, Widnes, defended both prisoners.",0.14285714285714285
3200801613,1885-06-20,Illustrated Police News,"It appeared from the evidence of Police-con- In stables Gamble and Middleton, the former of whom Ir had his head enveloped in a surgical bandage, that on d Saturday night the male prisoner was drunk and dis- Le orderly in Anusestreet, and the constables went to him at and told him to go away.","It appeared from the evidence of Police-constables Gamble and Middleton, the former of whom had his head enveloped in a surgical bandage, that on Saturday night the male prisoner was drunk and disorderly in Ann-street, and the constables went to him and told him to go away.",0.07664233576642336
3200801613,1885-06-20,Illustrated Police News,"Hie refused, and was then a told that if he did not go he would be locked up.","He refused, and was then told that if he did not go he would be locked up.",0.04054054054054054
3200801613,1885-06-20,Illustrated Police News,"He 1. replied that no "" bobby"" in Widnes could take him.","He replied that no ""bobby"" in Widnes could take him.",0.07692307692307693
3200801613,1885-06-20,Illustrated Police News,"Is He was taken into custody, and while Gamble d was endeavouring to put the handcuffs on him, prisoner beat and kicked himl, andl tore his trousers.","He was taken into custody, and while Gamble was endeavouring to put the handcuffs on him, prisoner beat and kicked him, and tore his trousers.",0.04929577464788732
3200801613,1885-06-20,Illustrated Police News,"At this juncture the female prisoner came forward, and said to her brother, "" No, Peter, don't go with them ; don't go with them.""","At this juncture the female prisoner came forward, and said to her brother, ""No, Peter, don't go with them; don't go with them.""",0.015625
3200801613,1885-06-20,Illustrated Police News,"After they had proceeded a short distance Gamble received a severe blow on the bade of the head, cutting it open, and causing him to loss a greet quantity of blood.","After they had proceeded a short distance Gamble received a severe blow on the back of the head, cutting it open, and causing him to lose a great quantity of blood.",0.024390243902439025
3200801613,1885-06-20,Illustrated Police News,While the constables ware strugtgoling with the male prisoner Police-cos3table Middleton said he saw the female prisoner throw the stone which struck tGamble.,While the constables were struggling with the male prisoner Police-constable Middleton said he saw the female prisoner throw the stone which struck Gamble.,0.03870967741935484
3200801613,1885-06-20,Illustrated Police News,She threw several stones besides that one. .,She threw several stones besides that one.,0.047619047619047616
3200801613,1885-06-20,Illustrated Police News,Mary Dearden gave corroborative evidence.,Mary Dearden gave corroborative evidence.,0.0
3200801613,1885-06-20,Illustrated Police News,"For the defence James Mathews, a boy ; Mtiles Sweeney, e Thomas Bain, -Ann Connolly, and Catlherine Riley were e called, each of whom swore that all the stones were tthrown from the far side oF the crowd, and not by the Ifemale prisoner at all.","For the defence James Mathews, a boy; Miles Sweeney, Thomas Bain, Ann Connolly, and Catherine Riley were called, each of whom swore that all the stones were thrown from the far side of the crowd, and not by the female prisoner at all.",0.04700854700854701
3200801613,1885-06-20,Illustrated Police News,"Mar. Knowles made a pathetic e appeal to the bench on behalf of the girl, who, he said, was going to America in the course of a few days, and 1 she was discharged.","Mr. Knowles made a pathetic appeal to the bench on behalf of the girl, who, he said, was going to America in the course of a few days, and she was discharged.",0.03164556962025317
3200801613,1885-06-20,Illustrated Police News,"Her brother was fined lOs. and 2 costs (Ge. 61), or fourteen days' imprisonment, for s being drunk ; 20s. and costs (9is 6d.), or one month's y hard labour lor the assaultupon the constable; andlOs. - and costs (4'. Gd.) and the damage 2s. Gd, for injuring the constable's troasers, or fourteen days' imprisonmnact -makging two mouths in all.","Her brother was fined 10s. and costs (6s, 6d.), or fourteen days' imprisonment, for being drunk; 20s. and costs (9s. 6d.), or one month's hard labour, for the assault upon the constable; and 10s. and costs (4s. 6d.) and the damage, 2s. 6d., for injuring the constable's trousers, or fourteen days' imprisonment – making two months in all.",0.10946745562130178
3200801613,1885-06-20,Illustrated Police News,"Mr. iKnewles asked the bench to give the prisoner a short time to pay the total amount in, but this was peremptorily refused,","Mr. Knowles asked the bench to give the prisoner a short time to pay the total amount in, but this was peremptorily refused.",0.024193548387096774
3200801615,1885-06-20,Illustrated Police News,ST-TOT FIRING IN MINES.,SHOT FIRING IN MINES.,0.14285714285714285
3200801615,1885-06-20,Illustrated Police News,"M. AN, important ease came on at the Gateshead County Ae Police-court on Saturday, proceedings having been n, taken by the IHome Office against the mbnapier of the Iis Uiwortb Colliery, for illeual shot.firinol0 AoMarch 2n1d, ior the dav on which the disasrous explosion, by which o, forty-two lives were lost, ocirred at that crilliery.","AN important case came on at the Gateshead County Police-court on Saturday, proceedings having been taken by the Home Office against the manager of the Usworth Colliery, for illegal shot-firing on March 2nd, the day on which the disastrous explosion, by which forty-two lives were lost, occurred at that colliery.",0.13738019169329074
3200801615,1885-06-20,Illustrated Police News,". The sceninmons was issuedi apainqt b Mr. A, S. Palmer, le who was present, asagent of the, collierv.","The summons was issued against Mr. A. S. Palmer, who was present, as agent of the colliery.",0.2087912087912088
3200801615,1885-06-20,Illustrated Police News,"Mr. Arnold ag Morley, M.P,, perogeouted on behalf the Crown, and Of Mr. R. F. Cooper, Newcastle appeared for theiowners.","Mr. Arnold Morley, M.P., presented on behalf the Crown, and Mr. R. F. Cooper, Newcastle, appeared for the owners.",0.12389380530973451
3200801615,1885-06-20,Illustrated Police News,"be Mr. Mlorley said the prosecattion was taken under 35 1W and 36 Vie,, chap. 76, of thle Mines Boeglation Act.","Mr. Morley said the prosecution was taken under 35 and 36 Vic., chap. 76, of the Mines Regulation Act.",0.14705882352941177
3200801615,1885-06-20,Illustrated Police News,"ak With regard to thel use of gunpowdler, it was provided e that it slsoslld only be ned(l in cartridges, and not 'l0 within threnp months after any icflaminable gpo had Y. been foond in the mine.","With regard to the use of gunpowder, it was provided that it should only be used in cartridges, and not within three months after any inflammable gas had been found in the mine.",0.1694915254237288
3200801615,1885-06-20,Illustrated Police News,"The proseoution reliod iN this ro cage oui the faet that inllenmLblc gas had been foiund re in the miae within three inoatlis of the firing of the Ie shot, and the ((nostion wr9s Vhethler tbe regulatioi ic had been complied. with, it being requisite under the d, Act for some competent person duly appointed for id that purpipso to examine tlhe place where the shot was id to be fired immediately before the firing, and not to ar allow it to be discharged except it was safe to do eo.","The prosecution relied in this case of the fact that inflammable gas had been found in the mine within three months of the firing of the shot, and the question was whether the regulation had been complied with, it being requisite under the Act for some competent person duly appointed for that purpose to examine the place where the shot was to be fired immediately before the firing, and not to allow it to be discharged except it was safe to do so.",0.13111111111111112
3200801615,1885-06-20,Illustrated Police News,'B It was also provided that persons ordinarily employed s. in the mine were to be ont of it or that part of it g where the explosive wae to be used.,It was also provided that persons ordinarily employed in the mine were to be out of it or that part of it where the explosive was to be used.,0.07092198581560284
3200801615,1885-06-20,Illustrated Police News,"Mle, Ceoper said it be did not dismicte that gas lead been found, but it le was not fornd Within the conditions of the Act.","Mr. Cooper said he did not dispute that gas had been found, but it was not found within the conditions of the Act.",0.15789473684210525
3200801615,1885-06-20,Illustrated Police News,"Ha r Le was prepared to prove that it was due to a temporarv stoppage in thee ordinary ventilatioi appliances, aInd was reMoved when the ventilation We1s put riglte","He was prepared to prove that it was due to a temporary stoppage in the ordinary ventilation appliances, and was removed when the ventilation was put right.",0.09615384615384616
3200801615,1885-06-20,Illustrated Police News,"After evidence lad been given on bothe sides, it w-I 6S agreed between Mr. AMorley acd Mr. Cooper that thie g queestion at issue was really a legal one as to the mean L ing of the Act with regard to the cindlitions under wahich shot-firing should not talke place.","After evidence had been given on both sides, it was agreed between Mr. Morley and Mr. Cooper that the question at issue was really a legal one as to the meaning of the Act with regard to the conditions under which shot-firing should not take place.",0.08064516129032258
3200801615,1885-06-20,Illustrated Police News,"The Court. was, therefore, asked not to givo its decision, hit to adjourn the case until the legal question had bsen referredl to a superior court.","The Court was, therefore, asked not to give its decision, but to adjourn the case until the legal question had been referred to a superior court.",0.041379310344827586
3200801615,1885-06-20,Illustrated Police News,The case was adjourned accordingly.,The case was adjourned accordingly.,0.0
3200801619,1885-06-20,Illustrated Police News,THE POISONING CASE IN FRASNCE.,THE POISONING CASE IN FRANCE.,0.034482758620689655
3200801619,1885-06-20,Illustrated Police News,"Tll. trial oi Peton tle doblu chlarge of poisoning his first wife--his second is still living-and a servant who was also his mistress, has resulted in a verdict of ty guilty agaiust the prisoner on the second count, or althougbh the jury were unable to makeup their minds at to convict him on the first, notwithstanding the de- of clared presence of arsenic in the exhumed remains of ts his wife.","THE trial of Pel on the double charge of poisoning his first wife – his second is still living – and a servant who was also his mistress, has resulted in a verdict of guilty against the prisoner on the second count, although the jury were unable to make up their minds to convict him on the first, notwithstanding the declared presence of arsenic in the exhumed remains of his wife.",0.09424083769633508
3200801619,1885-06-20,Illustrated Police News,"Altbough these weae the only two charges ig preferred against Pcl, he is ;lso suspected of having n poisoned his mother as long ago as 1872, and of saving )n attempted the lives, in a similar muaneor, of an old in woman named Miria Mahoin ann' a girl named Eg Xug6nio Meiyer, both of whom wore at different g times in 'el's service.","Although these were the only two charges preferred against Pel, he is also suspected of having poisoned his mother as long ago as 1872, and of having attempted the lives, in a similar manner, of an old woman named Marie Mahoin and a girl named Eugénie Meyer, both of whom were at different times in Pel's service.",0.10543130990415335
3200801619,1885-06-20,Illustrated Police News,"The girl aMeyer, indeed, as who freqauotly suffered from severe vomliting while aso she was in Pel's service, has never been seen since In Pet annoanced that she had left himi, and it was in asserted by the Public Prosecutor during the trial that re Pcl had poisened her and disposed of the body, as he ise is believed to havo disposed of that of Elise Blohliner, s- his servaut and umistrcss, whose case, therefore, is n- almost parallel witlh that of Eugp~uie Meyer.","The girl Meyer, indeed, who frequently suffered from severe vomiting while she was in Pel's service, has never been seen since Pel announced that she had left him, and it was asserted by the Public Prosecutor during the trial that Pel had poisoned her and disposed of the body, as he is believed to have disposed of that of Elise Boehmer, his servant and mistress, whose case, therefore, is almost parallel with that of Eugénie Meyer.",0.11290322580645161
3200801619,1885-06-20,Illustrated Police News,"It must Io be said that l',l'e eqplonation as to what had becomlie of the missing womvlen, and the cause of death of his 7, mother and first wife, were somewhat lame, and in although the evidence against him was almost entirely s, circumstantial, it is scarcely surprising that a verdict ry of guilty was entered.","It must be said that Pel's explanation as to what had become of the missing women, and the cause of death of his mother and first wife, were somewhat lame, and although the evidence against him was almost entirely circumstantial, it is scarcely surprising that a verdict of guilty was entered.",0.08532423208191127
3200801619,1885-06-20,Illustrated Police News,"There has, however, already mn been much comment on the fact that the prisoner was *st practically acquitted of tile charge agaiust his wife, th whose remains were found to contain poison, and con- ut victed of a charge of which absolutely no trace exists, as savo some cinders from the stove in which the victim's body is supposed to have becn burnt, and which are assumed to be all that remains of her icineratod corpso.","There has, however, already been much comment on the fact that the prisoner was practically acquitted of the charge against his wife, whose remains were found to contain poison, and convicted of a charge of which absolutely no trace exists, save some cinders from the stove in which the victim's body is supposed to have been burnt, and which are assumed to be all that remains of her incinerated corpse.",0.06435643564356436
3200801619,1885-06-20,Illustrated Police News,"M M. Henri Rlochefort, in the lJsrualsiyeuflnt, says that ~al tevriP a tho verdict against Pe1 is the first instance of a man a being found guilty of murder for poison when neither e the Ipisoe nor the victim's body hRs been found.","M. Henri Rochefort, in the Intransigent, says that the verdict against Pel is the first instance of a man being found guilty of murder for poison when neither the poison nor the victim's body has been found.",0.16908212560386474
3200801619,1885-06-20,Illustrated Police News,"La g Fr asnce calls attention to the lact that the jury gave a negative answer in the case of Pel's first wife, in whose remains distinct traces of arsenic woro discovered, and a an aflirmative answer in the indictment against the Y, prisoner for the murder of Eliso Boehiner, althoughl in n, the latter case the a cusaltion was only supported by rs medical conjedture.","La France calls attention to the fact that the jury gave a negative answer in the case of Pel's first wife, in whose remains distinct traces of arsenic were discovered, and an affirmative answer in the indictment against the prisoner for the murder of Elise Boehmer, although in the latter case the accusation was only supported by medical conjecture.",0.07407407407407407
3200801619,1885-06-20,Illustrated Police News,Lro Franca also calls attention to nt the lamentable defenco that wasv made on the prisoner's ce beihalf.,La France also calls attention to the lamentable defence that was made on the prisoner's behalf.,0.125
3200801619,1885-06-20,Illustrated Police News,The Figaro thanks the jury for having reso- Id lutely saved society fromill le possible repetition of re similar crimes by bringing in a verdict of guilty.,The Figaro thanks the jury for having resolutely saved society from the possible repetition of similar crimes by bringing in a verdict of guilty.,0.0896551724137931
3200801619,1885-06-20,Illustrated Police News,Pes m had been removed to the condemned cell at La Iloquette 3d prison,Pel had been removed to be condemned cell at La Roquette prison.,0.171875
3200801619,1885-06-20,Illustrated Police News,"Shine his coviction Put has displayed more ot enmotion, and continues to earnestly declare his Joo- re cence.",Since his conviction Pel has displayed more emotion and continues to earnestly declare his innocence.,0.1782178217821782
3200801619,1885-06-20,Illustrated Police News,Pcll has been sentenced to death.,Pell has been sentenced to death.,0.030303030303030304
3200801622,1885-06-20,Illustrated Police News,COMPENSATION TO A PUBLICAN.,COMPENSATION TO A PUBLICAN.,0.0
3200801622,1885-06-20,Illustrated Police News,"AT the Man sion Honso Police-court the Metropolitan and the ,Metropolitan District Railway Companies appeared before the Lord Mayor, M.P., by their repre- sentatives, in order that the amount of compensation claimed under 121st section of the Lands Clauses Con- solidation Act by Mr. Dow, the proprietor of the MIonument Tavern, Fish-stroet-hill, might be fixed.","AT the Mansion House Police-court the Metropolitan and the Metropolitan District Railway Companies appeared before the Lord Mayor, M.P., by their representatives, in order that the amount of compensation claimed under 121st section of the Lands Clauses Consolidation Act by Mr. Dew, the proprietor of the Monument Tavern, Fish-street-hill, might be fixed.",0.030985915492957747
3200801622,1885-06-20,Illustrated Police News,"Mr. Grantham said he appeared for Mr. Dew to ask his lordship to assess the amonnkt of compensation to whichl he was entitled under the 121st section of the Lands Clauses Consolidation Act, in consequence of the railway comnpani5m taking possession of his premises for purposes connected with the railway.","Mr. Grantham said he appeared for Mr. Dew to ask his lordship to assess the amount of compensation to which he was entitled under the 121st section of the Lands Clauses Consolidation Act, in consequence of the railway companies taking possession of his premises for purposes connected with the railway.",0.019867549668874173
3200801622,1885-06-20,Illustrated Police News,"When the in- terest of a, tenant was only from year to year the com- pensation had to be assessed by a magistrate.",When the interest of a tenant was only from year to year the compensation had to be assessed by a magistrate.,0.045871559633027525
3200801622,1885-06-20,Illustrated Police News,"The case was a simple ono, but bad been productive of a great deal of litigation.","The case was a simple one, but had been productive of a great deal of litigation.",0.024691358024691357
3200801622,1885-06-20,Illustrated Police News,"The details of the case having been goni into, the Lord Mayor fixed the total amount of the compensation due to Mr. Dew at269S 49. Id.","The details of the case having been gone into, the Lord Mayor fixed the total amount of the compensation due to Mr. Drew at £698 4s. 1d.",0.051470588235294115
3200801622,1885-06-20,Illustrated Police News,"Mr. Grantham then applied for costs, and the Lord Mayor granted twenty guineas costs.","Mr. Grantham then applied for costs, and the Lord Mayor granted twenty guineas costs.",0.0
3200801622,1885-06-20,Illustrated Police News,"Ar the Cardiff Policeocourt, ol Saturday, Thomas Evaus was remanuded on a charge of having caused the death of John Collins, ol May 27th.","AT the Cardiff Police-court, on Saturday, Thomas Evans was remanded on a charge of having caused the death of John Collins, on May 27th.",0.04411764705882353
3200801622,1885-06-20,Illustrated Police News,"The parties, it was alleged, quarrelled and fought, and Collins fell and Ev.>ans knelt ol him and then kicked hiil until he was taleii up insensiblc.","The parties, it was alleged, quarrelled and fought, and Collins fell and Evans knelt on him and then kicked him until he was taken up insensible.",0.06206896551724138
3200801622,1885-06-20,Illustrated Police News,"H1 was taelen home, but lingered till Friday, when lie died.","He was taken home, but lingered till Friday, when he died.",0.08620689655172414
3200801622,1885-06-20,Illustrated Police News,Prisoner was rernslald for a week.,Prisoner was remanded for a week.,0.18181818181818182
3200801622,1885-06-20,Illustrated Police News,"He is said to be a very violent man, and has been previously charged with killing a sman in a light","He is said to be a very violent man, and has been previously charged with killing a man in a fight.",0.030303030303030304
3200801630,1885-06-20,Illustrated Police News,THE QUEEN V. LEGG. - - -w...- - -.,THE QUEEN V. LEGG.,0.8888888888888888
3200801630,1885-06-20,Illustrated Police News,T^ --As QUvNI'S BENcH Divisio.,QUEEN'S BENCH DIVISION.,0.8260869565217391
3200801630,1885-06-20,Illustrated Police News,-(Before Lord Coleridge and Mr. Justice Mathew.),– (Before Lord Coleridge and Mrs. Justice Mathew.),0.06
3200801630,1885-06-20,Illustrated Police News,"-In this case a rule had been granted for a certiorari to remove an indictment for libel preferred against George Francis Legg, a solicitor, on the prosecution of Harold Alexander, an officer in her Majesty's army, from the Central Criminal Court to this Court, in order that it might be tried before a special jury.","– In this case a rule had been granted for a certiorari to remove an indictment for libel preferred against George Francis Legg, a solicitor, on the prosecution of Harold Alexander, an officer in her Majesty's army, from the Central Criminal Court to this Court, in order that it might be tried before a special jury.",0.006309148264984227
3200801630,1885-06-20,Illustrated Police News,"The circumstances were as follow: Both the defendant and prosecutor are members of the Cocoa Tree Club, in St. James'-street, Piccadilly, and on the 8th of December, 1884, they played at cards there the result being that Mr. Alexander won �1,760 from Mr. Legg, who, as he was losing, said he would only lose �500, which he was ready at once to nay, provided that any sum exceeding that amount should be played for on a future evening.","The circumstances were as follow: Both the defendant and prosecutor are members of the Cocoa Tree Club, in St. James'-street, Piccadilly, and on the 8th of December, 1884, they played at cards there the result being that Mr. Alexander won £1,760 from Mr. Legg, who, as he was losing, said he would only lose £500, which he was ready at once to pay, provided that any sum exceeding that amount should be played for on a future evening.",0.0069124423963133645
3200801630,1885-06-20,Illustrated Police News,"They subse- quently played a few games, when Mr. Alexander won at. additional �200, and the defendant paid him -�500, the balance standing over.","They subsequently played a few games, when Mr. Alexander won an additional £200, and the defendant paid him £500, the balance standing over.",0.05
