Sample ID,Date,Publication,OCR Text,Ground Truth,old_CER,Model Correction,new_CER,CER_reduction
3200797032,1882-05-27,Illustrated Police News,"He was remanded, one surety in �20 being accepted for his appearance.","He was remanded, one surety in £20 being accepted for his appearance.",0.0144927536231884,"He was remanded, one surety in £20 being accepted for his appearance.",0.0,100.0
3200797037,1882-05-27,Illustrated Police News,CAPTURE OF PICKPOCKETS.,CAPTURE OF PICKPOCKETS.,0.0,CAPTURE OF PICKPOCKETS.,0.0,
3200797037,1882-05-27,Illustrated Police News,"AT Stratford petty sessions, Henry Harcourt, twenty- five, a waiter and deafer, of Victorsa-park; and Micliasl Higgins, living at a lodging-house in Commercial- strmet, were charged with stealing a sum of �5 from Joseph Samuel Smith, residing at Higham.street, Walthamstow ; Henry Wallace Zaddres fused) was also charged with being concerned with the others, and also with assaulting Henry Thomas by striking him with a stone.","AT Stratford petty sessions, Henry Harcourt, twenty-five, a waiter and dealer, of Victoria-park; and Michael Higgins, living at a lodging-house in Commercial-street, were charged with stealing a sum of £5 from Joseph Samuel Smith, residing at Higham-street, Walthamstow; Henry Wallace (address refused) was also charged with being concerned with the others, and also with assaulting Henry Thomas by striking him with a stone.",0.0352941176470588,"AT Stratford petty sessions, Henry Harcourt, twenty-five, a waiter and dealer, of Victoria-park; and Michael Higgins, living at a lodging-house in Commercial-street, were charged with stealing a sum of £5 from Joseph Samuel Smith, residing at Higham-street, Walthamstow; Henry Wallace Zaddres, forty-five, was also charged with being concerned with the others, and also with assaulting Henry Thomas by striking him with a stone.",0.0258823529411764,26.66666666666662
3200797037,1882-05-27,Illustrated Police News,"Police-constablo 216 A stated that he was near Higham-hill Dairy Farm, where a sale was . taking place, and he saw the prisoners standing round the prosecutor.","Police-constable 216 A stated that he was near Higham-hill Dairy Farm, where a sale was taking place, and he saw the prisoners standing round the prosecutor.",0.019108280254777,"Police-constable 216 A stated that he was near Higham-hill Dairy Farm, where a sale was taking place, and he saw the prisoners standing round the prosecutor.",0.0,100.0
3200797037,1882-05-27,Illustrated Police News,He further sawr Henry Wallace taking his hand from the prosecutor's lefthand trousers pocket.,He further saw Henry Wallace taking his hands from the prosecutor's lefthand trousers pocket.,0.021505376344086,He further saw Henry Wallace taking his hand from the prosecutor's left-hand trousers pocket.,0.021505376344086,-1.1293049828609027e-13
3200797037,1882-05-27,Illustrated Police News,"Witness then went to Mr. Smith, and that gentleman discovered he had lost a bag, in which was �5.","Witness then went to Mr. Smith, and that gentleman discovered he had lost a bag, in which was £5.",0.0103092783505154,"Witness then went to Mr. Smith, and that gentleman discovered he had lost a bag, in which was £5.",0.0,100.0
3200797037,1882-05-27,Illustrated Police News,"The prisoners were seen running down the hill together, and after a smart chase they were captured, tio by the officer and Harcourt by a gentleman in a trap.","The prisoners were seen running down the hill together, and after a smart chase they were captured, two by the officer and Harcourt by a gentleman in a trap.",0.0063694267515923,"The prisoners were seen running down the hill together, and after a smart chase they were captured, one by the officer and Harcourt by a gentleman in a trap.",0.019108280254777,-200.00000000000267
3200797037,1882-05-27,Illustrated Police News,"The officer saw money passed between the pri. soners, and wheunat the station �2 58. 1Add. was found upon them. A warder from Coidbath-fields prison proved previous convictions against Wallace.","The officer saw money passed between the prisoners, and when at the station £2 5s. 10 ½d. was found upon them A warder from Coldbath-fields prison proved previous convictions against Wallace.",0.0575916230366492,"The officer saw money passed between the prisoners, and when at the station £2 5s. 6d. was found upon them. A warder from Coldbath-fields prison proved previous convictions against Wallace.",0.0261780104712041,54.54545454545453
3200797037,1882-05-27,Illustrated Police News,They were committed for trial.,They were committed for trial.,0.0,They were committed for trial.,0.0,
3200797037,1882-05-27,Illustrated Police News,CRUELTY TO A RACE HonsE.,CRUELTY TO A RACE HORSE.,0.125,CRUELTY TO A RACE HORSE.,0.0,100.0
3200797037,1882-05-27,Illustrated Police News,"- Mr. Litberes, the well.known gentleman rider at steeplechases, was on Saturday summoned before the Crewkerne magistrates, at the instance of the Society for the Prevention of Cruelty to Animals, for ill-treating a horse by over. spurring it at the West Somerset Steeplechases in March.","– Mr. Litherea, the well-known gentleman rider at steeplechases, was on Saturday summoned before the Crewkerne magistrates, at the instance of the Society for the Prevention of Cruelty to Animals, for ill-treating a horse by over-spurring it at the West Somerset Steeplechases in March.",0.0209790209790209,"-Mr. Liberals, the well-known gentleman rider at steeplechases, was on Saturday summoned before the Crewkerne magistrates, at the instance of the Society for the Prevention of Cruelty to Animals, for ill-treating a horse by over-spurring it at the West Somerset Steeplechases in March.",0.0244755244755244,-16.66666666666711
3200797037,1882-05-27,Illustrated Police News,"The defence was, that the injuries were caused by the horse cannoning against the rail.","The defence was, that the injuries were caused by the horse cannoning against the rail.",0.0,"The defence was, that the injuries were caused by the horse cannoning against the rail.",0.0,
3200797037,1882-05-27,Illustrated Police News,The defendant wits'fined �5 and costs.,The defendant was fined £5 and costs.,0.1081081081081081,The defendant was fined £5 and costs.,0.0,100.0
3200797037,1882-05-27,Illustrated Police News,REMARKABLE SUICIDE NEAR PLYBIOUTH.,REMARKABLE SUICIDE NEAR PLYMOUTH.,0.0606060606060606,REMARKABLE SUICIDE NEAR PLYMOUTH.,0.0,100.0
3200797037,1882-05-27,Illustrated Police News,"-Whilst a goods train was passing over the tubular bridge on, the Corfveall Railway, at Saltash, on Saturday night, thedrioernoticed a nman deliberately place hiniself in front of the engine.","– Whilst a goods train was passing over the tubular bridge on the Cornwall Railway, at Saltash, on Saturday night, the driver noticed a man deliberately place himself in front of the engine.",0.0631578947368421,"-Whilst a goods train was passing over the tubular bridge on the Cornwall Railway, at Saltash, on Saturday night, the driver noticed a man deliberately place himself in front of the engine.",0.0105263157894736,83.33333333333334
3200797037,1882-05-27,Illustrated Police News,"The whistle was blown and the. * brake fplied, but before the train could be brought up it had passed over the man, who was terribly mangled.i","The whistle was blown and the brake applied, but before the train could be brought up it had passed over the man, who was terribly mangled.",0.0431654676258992,"The whistle was blown and the brake applied, but before the train could be brought up it had passed over the man, who was terribly mangled.",0.0,100.0
3200797037,1882-05-27,Illustrated Police News,"In his pocket was found a letter addressed to his wife, irs. Purvis, of Plymouth, intimating his resolve to commit suicide.","In his pocket was a found a letter addressed to his wife, Mrs. Purvis, of Plymouth, intimating his resolve to commit suicide.",0.024,"In his pocket was found a letter addressed to his wife, Mrs. Purvis, of Plymouth, intimating his resolve to commit suicide.",0.016,33.33333333333333
3200797037,1882-05-27,Illustrated Police News,THE RtNc TnEXTRi TnIAL-SEVERE SENTENCES.,THE RING THEATRE TRIAL. --- SEVERE SENTENCES.,0.2444444444444444,THE RUNAWAY TRIAL-SEVERE SENTENCES.,0.3111111111111111,-27.27272727272729
3200797037,1882-05-27,Illustrated Police News,-The decision of the court in the case of the fire at the Ring Theatre Was delivered last week at Vienna.,– The decision of the court in the case of the fire at the Ring Theatre was delivered last week at Vienna.,0.0283018867924528,-The decision of the court in the case of the fire at the Ring Theatre was delivered last week at Vienna.,0.0188679245283018,33.333333333333265
3200797037,1882-05-27,Illustrated Police News,"Herr Jauner, manager of the theatre, the workman Nitsbhe, and Inspeotor Geringer, were pronounced guilty of contributing to the catastrophe by their negligence.","Herr Jauuer, manager of the theatre, the workman Nitsche, and Inspector Geringer, were pronounced guilty of contributing to the catastrophe by their negligence.",0.01875,"Herr Jauner, manager of the theatre, the workman Nitshe, and Inspector Geringer, were pronounced guilty of contributing to the catastrophe by their negligence.",0.0125,33.33333333333333
3200797037,1882-05-27,Illustrated Police News,"The first-named was sentenced to four months simple arrest, Inspector Geringer to strict im- prisonment for the same period, and Nitsche to eight months' imprisonment.","The first-named was sentenced to four months simple arrest, Inspector Geringer to strict imprisonment for the same period, and Nitsche to eight months' imprisonment.",0.0121212121212121,"The first-named was sentenced to four months' simple imprisonment, Inspector Geringer to strict imprisonment for the same period, and Nitsche to eight months' imprisonment.",0.0606060606060606,-400.0000000000009
3200797037,1882-05-27,Illustrated Police News,In the two last cases an addi. tional punishment is inflicted of one fasting day a month.,In the two last cases and additional punishment is inflicted of one fasting day a month.,0.034090909090909,In the two last cases an additional punishment is inflicted of one fasting day a month.,0.0113636363636363,66.66666666666657
3200797037,1882-05-27,Illustrated Police News,The other defendants were acquitted.,The other defendants were acquitted.,0.0,The other defendants were acquitted.,0.0,
3200801612,1885-06-20,Illustrated Police News,"DOUBLE MURDER BY A MOTHER AT | I P9,USHOLMIE.",DOUBLE MURDER BY A MOTHER AT RUSHOLME.,0.2105263157894736,DOUBLE MURDER BY A MOTHER AT PUSHINGTON.,0.1842105263157894,12.499999999999964
3200801612,1885-06-20,Illustrated Police News,i [SUBJECT OF ILLUSTRATION.],[SUBJECT OF ILLUSTRATION.],0.0769230769230769,[SUBJECT OF ILLUSTRATION.],0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"'t, ABOUT noon on Friday information was received at en the Rusholme Police-station that a woman had mur. 2, dered her two children, aged three and five respectively, | th and then attempted to commit suicide by drowning.","ABOUT noon on Friday information was received at the Rusholme Police-station that a woman had murdered her two children, aged three and five respectively, and then attempted to commit suicide by drowning.",0.0833333333333333,"ABOUT noon on Friday information was received at the Rusholme Police-station that a woman had murdered her two children, aged three and five respectively, and then attempted to commit suicide by drowning.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"th Upon the information being received Inspector Smithj an went at once with the person who gave the information g- to No. 54, Moss-side.","Upon the information being received Inspector Smith went at once with the person who gave the information to No. 54, Moss-side.",0.0787401574803149,"Upon the information being received Inspector Smith went at once with the person who gave the information to No. 54, Moss-side.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"On making a detailed examina- o- tion of the premises he found the two children lying rt on a bed in one of the bedrooms naked and quite dead, p. apparently from drowning.","On making a detailed examination of the premises he found the two children lying on a bed in one of the bedrooms naked and quite dead, apparently from drowning.",0.06875,"On making a detailed examination of the premises he found the two children lying on a bed in one of the bedrooms naked and quite dead, apparently from drowning.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,Upon the body of one of rt the children there was a piece of paper containing in some almost illegible writing.,Upon the body of one of the children there was a piece of paper containing some almost illegible writing.,0.0571428571428571,Upon the body of one of the children there was a piece of paper containing in some almost illegible writing.,0.0285714285714285,49.999999999999964
3200801612,1885-06-20,Illustrated Police News,"What portions of it al that could be made out ran as follows :-"" Dear Papa, in -I could not stand it any longer . . . . to you. e. I do not think they are dead, for they a . We se shall never meet in heaven, I could not help it. I as had a good husband. '","What portions of it that could be made out rang as follows :-- ""Dear Papa, -- I could not stand it any longer . . . . to you. I do not think they are dead, for they . . . We shall never meet in heaven. I could not help it. I had a good husband.""",0.0897959183673469,"What portions of it could be made out ran as follows: - ""Dear Papa, in I could not stand it any longer. I am going to you. I do not think they are dead, for they a. We shall never meet in heaven, I could not help it. I had a good husband.""",0.0979591836734693,-9.090909090909124
3200801612,1885-06-20,Illustrated Police News,"The inspector took Mrs. Ifib. as bert to the Rusholme Police-station, where she now md lies,","The inspector took Mrs. Hibbert to the Rusholme Police-station, where she now lies.",0.1325301204819277,"The inspector took Mrs. Hubbard as prisoner to the Rusholme Police-station, where she now lies.",0.180722891566265,-36.36363636363638
3200801612,1885-06-20,Illustrated Police News,"The full circumstances of the case appear to ig be as follows :-The unfortunate woman is the wife a, of jThomras Hibbert, joiner and builder.","The full circumstances of the case appear to be as follows: -- The unfortunate woman is the wife of Thomas Hibbert, joiner and builder.",0.0814814814814814,"The full circumstances of the case appear to be as follows: -The unfortunate woman is the wife of Thomas Hibbert, joiner and builder.",0.0148148148148148,81.81818181818181
3200801612,1885-06-20,Illustrated Police News,"About at twelve months ago Mrs. Hlibbert gave birth to w a child,",About twelve months ago Mrs. Hibbert gave birth to a child.,0.1186440677966101,About a twelve months ago Mrs. Hibbert gave birth to a child.,0.0338983050847457,71.42857142857142
3200801612,1885-06-20,Illustrated Police News,"She fell ill, and finally became insane,","She fell ill, and finally became insane.",0.025,"She fell ill, and finally became insane.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"She n was removed to the Parkfield Asyloam, near Maccles- r, field, of which institution she was an inmate up till y the 3rd of this month.","She was removed to the Parkfield Asylum, near Macclesfield, of which institution she was an inmate up till the 3rd of this month.",0.0852713178294573,"She was removed to the Parkfield Asylum, near Macclesfield, of which institution she was an inmate up till the 3rd of this month.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"On that day her husband took l her home, although warned that she was not perfectly :o sane, and that a strict watch would have to be kept le over her actions.","On that day her husband took her home, although warned that she was not perfectly sane, and that a strict watch would have to be kept over her actions.",0.0529801324503311,"On that day her husband took her home, although warned that she was not perfectly sane, and that a strict watch would have to be kept over her actions.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"He proposed to hire a nurse, but l0 Mrs. Hibbert appeared to be very much upset at such a a notion being entertained that the idea was abandoned.","He proposed to hire a nurse, but Mrs. Hibbert appeared to be very much upset at such a notion being entertained that the idea was abandoned.",0.0357142857142857,"He proposed to hire a nurse, but Mrs. Hibbert appeared to be very much upset at such a notion being entertained, and the idea was abandoned.",0.0357142857142857,-3.8857805861880504e-14
3200801612,1885-06-20,Illustrated Police News,"is On Friday morning he left for work as usual, leaving f 3. instructions for the servant to look after his wife.","On Friday morning he left for work as usual, leaving instructions for the servant to look after his wife.",0.0761904761904762,"On Friday morning he left for work as usual, leaving instructions for the servant to look after his wife.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"2 .s Shortly after his departure Airs. Hibbert called the d s children upstairs to her, and was upstairs for about t is half an hour.","Shortly after his departure Mrs. Hibbert called the children upstairs to her, and was upstairs for about half an hour.",0.135593220338983,"Shortly after his departure Mrs. Hibbert called the children upstairs to her, and was upstairs for about half an hour.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"She came down looking very ill,",She came down looking very ill.,0.032258064516129,She came down looking very ill.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"The s a servant became alarmed, and called in a neighbour.","The servant became alarmed, and called in a neighbour.",0.074074074074074,"The servant became alarmed, and called in a neighbour.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,n They went upstairs and heard a splashing in the bath.,They went upstairs and heard a splashing in the bath.,0.0377358490566037,They went upstairs and heard a splashing in the bath.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,c o They went into the room andi found Mrs. Hibbert in i the bath.,They went into the room and found Mrs. Hibbert in the bath.,0.1186440677966101,They went into the room and found Mrs. Hibbert in the bath.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"She then told them the two children were a eInptairs, but. sshe did not thihsni they were dead,","She then told them the two children were upstairs, but she did not think they were dead.",0.1363636363636363,"She then told them the two children were asleep, but she did not think they were dead.",0.0795454545454545,41.66666666666664
3200801612,1885-06-20,Illustrated Police News,She - J also told them she had been trying to drown herself.,She also told them she had been trying to drown herself.,0.0714285714285714,She also told them she had been trying to drown herself.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,kThey at once went and gave information to the police.,They at once went and gave information to the police.,0.0188679245283018,They at once went and gave information to the police.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"t e .LATER DETAILS,",LATER DETAILS.,0.4285714285714285,LATER DETAILS.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"d Upon farther inquiries being made, the following C details were ascertained.","Upon further inquiries being made, the following details were ascertained.",0.0675675675675675,"Upon farther inquiries being made, the following details were ascertained.",0.0135135135135135,79.99999999999999
3200801612,1885-06-20,Illustrated Police News,"About a year ago Mrs. t Hibbert was confined of a child,",About a year ago Mrs. Hibbert was confined of a child.,0.0555555555555555,About a year ago Mrs. Hibbert was confined of a child.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"The week following tI she fell ill, ultimately becoming insane, necessitating t her removal to the Parkfield Asylum, Macelesfield.","The week following she fell ill, ultimately becoming insane, necessitating her removal to the Parkfield Asylum, Macclesfield.",0.048,"The week following she fell ill, ultimately becoming insane, necessitating her removal to the Parkfield Asylum, Macclesfield.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"t She was detained in that institution until Wednesday, when she was taken out by her husband.","She was detained in that institution until Wednesday, when she was taken out by her husband.",0.0217391304347826,"She was detained in that institution until Wednesday, when she was taken out by her husband.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,He was told she was not perfectly convalescent.,He was told she was not perfectly convalescent.,0.0,He was told she was not perfectly convalescent.,0.0,
3200801612,1885-06-20,Illustrated Police News,"He. stated his intention of providing a nurse for her, but that seemedn to excite Mrs. Hibbert to such an extent that the idea e was reluctantly abandoned.","He stated his intention of providing a nurse for her, but that seemed to excite Mrs. Hibbert to such an extent that the idea was reluctantly abandoned.",0.0264900662251655,"He stated his intention of providing a nurse for her, but that seemed to excite Mrs. Hibbert to such an extent that the idea was reluctantly abandoned.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,Mrs. Hibbert rose about Si half past seven on Friday morning and had breakfast b with her husband.,Mrs. Hibbert rose about half-past seven on Friday morning and had breakfast with her husband.,0.064516129032258,Mrs. Hibbert rose about half past seven on Friday morning and had breakfast with her husband.,0.010752688172043,83.3333333333333
3200801612,1885-06-20,Illustrated Police News,"She then appeared to be in her usual health, bodily and mentally.","She then appeared to be in her usual health, bodily and mentally.",0.0,"She then appeared to be in her usual health, bodily and mentally.",0.0,
3200801612,1885-06-20,Illustrated Police News,"M1r. Hibbert l'eft a the house about eight o'clock in order to proceed to his uN work, but prior to his doing so he gave strict orders to his servant to keep an eye upon her mistress's move- ments.","Mr. Hibbert left the house about eight o'clock in order to proceed to his work, but prior to his doing so he gave strict orders to his servant to keep an eye upon her mistress's movements.",0.0478723404255319,"Mr. Hibbert left the house about eight o'clock in order to proceed to his work, but prior to his doing so he gave strict orders to his servant to keep an eye upon her mistress's movements.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,About nine o'clock Mrs. Hibbert told the servant to call the children in from playing in the front vi garden.,About nine o'clock Mrs. Hibbert told the servant to call the children in from playing in the front garden.,0.0283018867924528,About nine o'clock Mrs. Hibbert told the servant to call the children in from playing in the front garden.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,Mrs. Hibbert took hold of the children and C took them upstairs with her.,Mrs. Hibbert took hold of the children and took them upstairs with her.,0.028169014084507,Mrs. Hibbert took hold of the children and took them upstairs with her.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"She came down shortly 6* afterwards and sent the servant for a bottle of soda, a saying that she felt very unwell.","She came down shortly afterwards and sent the servant for a bottle of soda, saying that she felt very unwell.",0.0458715596330275,"She came down shortly afterwards and sent the servant for a bottle of soda, saying that she felt very unwell.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"On the servant's a! return with the soda water, she asked her mistress what P had become of the children.","On the servant's return with the soda water, she asked her mistress what had become of the children.",0.05,"On the servant's return with the soda water, she asked her mistress what had become of the children.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,Mrs. Hibbert replied that they had gone to the corner shop.,Mrs. Hibbert replied that they had gone to the corner shop.,0.0,Mrs. Hibbert replied that they had gone to the corner shop.,0.0,
3200801612,1885-06-20,Illustrated Police News,"The servant went of to inquire if they were there, but was told they had never been there.","The servant went to inquire if they were there, but was told they had never been there.",0.0344827586206896,"The servant went out to inquire if they were there, but was told they had never been there.",0.0459770114942528,-33.33333333333355
3200801612,1885-06-20,Illustrated Police News,"Becoming alarmed,/she procured a I neighbour named Mrs. Deedle to go back to the house t with her, as she suspected something was the matter.","Becoming alarmed, she procured a neighbour named Mrs. Deedle to go back to the house with her, as she suspected something was the matter.",0.0364963503649635,"Becoming alarmed, she procured a neighbour named Mrs. Deedle to go back to the house with her, as she suspected something was the matter.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,d On reaching the house they heard a splashing in the d bathroom.,On reaching the house they heard a splashing in the bathroom.,0.0655737704918032,On reaching the house they heard a splashing in the bathroom.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"They proceeded thither, and found Mrs. 1Hibbert in the bath.","They proceeded thither, and found Mrs. Hibbert in the bath.",0.0169491525423728,"They proceeded thither, and found Mrs. Hibbert in the bath.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"They asked her where the chil i 'dren were, and Mrs. Hibbert replied, "" I have dro wned | l them, I don't think they are dead, as they are quite warns.""","They asked her where the children were, and Mrs. Hibbert replied, ""I have drowned them. I don't think they are dead, as they are quite warm.""",0.0921985815602836,"They asked her where the children were, and Mrs. Hibbert replied, ""I have drowned them, I don't think they are dead, as they are quite warm.""",0.0070921985815602,92.3076923076923
3200801612,1885-06-20,Illustrated Police News,"She took theum into a bedroom where the two al children were found lying quite naked on the bed, and h although the bodies were warm they were perfectly h dead.","She took them into a bedroom where the two children were found lying quite naked on the bed, and although the bodies were warm they were perfectly dead.",0.0526315789473684,"She took them into a bedroom where the two children were found lying quite naked on the bed, and although the bodies were warm they were perfectly dead.",0.0,100.0
3200801612,1885-06-20,Illustrated Police News,Airs. Hibbert also told thetm she had been t trying to drown herself in the bath for the last half |S hour.,Mrs. Hibbert also told them she had been trying to drown herself in the bath for the last half hour.,0.08,Mrs. Hibbert also told the them she had been trying to drown herself in the bath for the last half hour.,0.04,50.0
3200801612,1885-06-20,Illustrated Police News,On receipt of this information Inspector Smith went down to the house and made an examination of h- the premises.,On receipt of this information Inspector smith went down to the house and made an examination of the premises.,0.0363636363636363,On receipt of this information Inspector Smith went down to the house and made an examination of the premises.,0.009090909090909,74.99999999999996
3200801612,1885-06-20,Illustrated Police News,He found the two children lying dead St on the bed.,He found the two children lying dead on the bed.,0.0625,He found the two children lying dead on the bed.,0.0,100.0
3200801612,1885-06-20,Illustrated Police News,"A piece of paper containing a few almost o illegible sentences was laid on the body of the eldest child,",A piece of paper containing a few almost illegible sentences was laid on the body of the eldest child.,0.0294117647058823,A piece of paper containing a few almost illegible sentences was laid on the body of the eldest child.,0.0,100.0
3200801629,1885-06-20,Illustrated Police News,MIDDLESEX SESSIONS. Sl~~s/ - . - - -,MIDDLESEX SESSIONS.,0.8947368421052632,MIDDLESEX SESSIONS.,0.0,100.0
3200801629,1885-06-20,Illustrated Police News,"T ,,1 PAr.IsH PiosECUTLONS AT THEWxi' END ,",PARISH PROSECUTIONS AT THE WEST END.,0.5277777777777778,PARISH PROSECUTIONS AT THE WEST END.,0.0,100.0
3200801629,1885-06-20,Illustrated Police News,"-Julei do Bodt, a Frenchman, was indicted for keeping a dis- orderly house in the parish of St. Marylebone.","-Jules de Bodt, a Frenchman, was indicted for keeping a disorderly house in the parish of St. Marylebone.",0.0380952380952381,"-Julius de Bodt, a Frenchman, was indicted for keeping a disorderly house in the parish of St. Marylebone.",0.019047619047619,50.0
3200801629,1885-06-20,Illustrated Police News,"From the statement of Mr. Poland it appeared that for some years past the prisoner was the occupier of a house, No. 12, Market-place, Oxford-street, on the site of the old Oxford-street Market, and complaints were made to the vestry as to the manner in which this house was conducted.","From the statement of Mr. Poland it appeared that for some years past the prisoner was the occupier of a house, No. 12, Market-place, Oxford-street, on the site of the old Oxford-street Market, and complaints were made to the vestry as to the manner in which this house was conducted.",0.0,"From the statement of Mr. Poland it appeared that for some years past the prisoner was the occupier of a house, No. 12, Market-place, Oxford-street, on the site of the old Oxford-street Market, and complaints were made to the vestry as to the manner in which this house was conducted.",0.0,
